title,album,release_date,featured_artists,producer_artists,writer_artists,genius_track_id,genius_album_id,artist,file_exists
The Field,Slauson Boy 2,2016,"['Bino Rideaux', 'Young Dolph']","['Tariq Beats', 'Mike & Keys']","['Bino Rideaux', 'Young Dolph', 'Nipsey Hussle', 'Tariq Beats', 'Mike & Keys']",2475627,163823,Nipsey Hussle,False
The Crown,The Marathon,2010,[],[],['Nipsey Hussle'],4436817,10973,Nipsey Hussle,False
Rose Clique,The Marathon Continues,2011,[],[],['Nipsey Hussle'],61464,12596,Nipsey Hussle,False
R.S.C. for Life,"Bullets Ain’t Got No Name, Vol. 1",2008,[],"['DJ Skee', 'DJ Felli Fel']","['Nipsey Hussle', 'DJ Skee', 'DJ Felli Fel']",4438105,13792,Nipsey Hussle,False
Run A Lap,The Marathon Continues,2011,[],[],['Nipsey Hussle'],78235,12596,Nipsey Hussle,False
Shed A Tear,"Bullets Ain’t Got No Name, Vol. 3",2009,"['Baby We Dog', 'Cobby Supreme']",[],"['Baby We Dog', 'Cobby Supreme', 'Nipsey Hussle']",1809083,19605,Nipsey Hussle,False
Shell Shocked,Slauson Boy 2,2016,[],['Mike & Keys'],"['Nipsey Hussle', 'Mike & Keys']",2831003,163823,Nipsey Hussle,False
She Said Stop,"Bullets Ain’t Got No Name, Vol. II",2008,['Sean Kingston'],['J.R. Rotem'],"['Sean Kingston', 'Nipsey Hussle']",395223,28356,Nipsey Hussle,False
Shooter,"The Leaks, Vol. 1",2010,['IAmBlanco'],[],"['IAmBlanco', 'Nipsey Hussle']",4497206,523497,Nipsey Hussle,False
Sound of My Ceremony,The Marathon Continues: X-Tra Laps,2012,[],[],['Nipsey Hussle'],72150,21309,Nipsey Hussle,False
Speak My Language,"Bullets Ain’t Got No Name, Vol. 3",2009,"['June Summers', 'Cory Gunz', 'Lloyd Banks']",['S-Class'],"['Lloyd Banks', 'Cory Gunz', 'June Summers', 'Nipsey Hussle', 'S-Class']",3301355,19605,Nipsey Hussle,False
Status Symbol,Mailbox Money,2014,"['LilCadiPGE', 'Buddy']",['Drew Byrd'],"['Buddy', 'Nipsey Hussle']",659926,116192,Nipsey Hussle,False
The Feeling Keeps on Coming,"Bullets Ain’t Got No Name, Vol. 1",2008,[],['DJ Felli Fel'],"['Nipsey Hussle', 'DJ Felli Fel']",4438118,13792,Nipsey Hussle,False
Status Symbol 2,Slauson Boy 2,2016,['Buddy'],"['My Guy Mars', 'Mike & Keys', 'Tariq Beats', 'DJ Khalil', '1500 or Nothin’']","['Jairus ‘J-Mo’ Mozee', 'John Groover', 'My Guy Mars', 'Rance', 'Tariq Beats', 'Michael Cox', 'DJ Khalil', 'Nipsey Hussle']",2482714,163823,Nipsey Hussle,False
Stay Loyal,Mailbox Money,2014,['J. Stone'],"['THC', '1500 or Nothin’']","['J. Stone', 'Nipsey Hussle']",1790627,116192,Nipsey Hussle,False
Strapped,"Bullets Ain’t Got No Name, Vol. 3",2009,['Cobby Supreme'],[],"['Cobby Supreme', 'Nipsey Hussle']",169561,19605,Nipsey Hussle,False
Street $,"Bullets Ain’t Got No Name, Vol. II",2008,"['38 Spesh', 'Smoke DZA', 'June Summers']",['Shuko'],"['38 Spesh', 'Nipsey Hussle', 'Smoke DZA', 'June Summers', 'Shuko']",4438195,28356,Nipsey Hussle,False
Streets On Lock,"The Leaks, Vol. 1",2010,[],[],['Nipsey Hussle'],4497200,523497,Nipsey Hussle,False
Succa Proof,Victory Lap,2018,"['Konshens', 'J-Black']","['Mike & Keys', 'Rance', 'DJ Khalil']","['Nipsey Hussle', 'DJ Khalil', 'Rance', 'John Groover', 'Michael Ray Cox Jr.', 'J-Black', 'Garnett Flynn', 'Konshens', 'Mike & Keys']",3510803,78280,Nipsey Hussle,False
Summertime In That Cutlass,Crenshaw,2013,[],['Mike & Keys'],['Nipsey Hussle'],194159,45726,Nipsey Hussle,False
Tha Mansion,The Marathon Continues,2011,[],[],['Nipsey Hussle'],50116,12596,Nipsey Hussle,False
Thas Wat Hoes Do,The Marathon Continues,2011,"['Rimpau', 'YG']",[],"['Nipsey Hussle', 'YG', 'Rimpau']",222521,12596,Nipsey Hussle,False
That’s How I Knew,Mailbox Money,2014,[],"['Sap', 'Kicken J']",['Nipsey Hussle'],660169,116192,Nipsey Hussle,False
The Best,"Bullets Ain’t Got No Name, Vol. 3",2009,['Rimpau'],['Cookin Soul'],"['Nipsey Hussle', 'Rimpau', 'Cookin Soul']",4438957,19605,Nipsey Hussle,False
Status Symbol 3,Victory Lap,2018,['Buddy'],['Mike & Keys'],"['Nipsey Hussle', 'Buddy', 'John Groover', 'Michael Ray Cox Jr.', 'Mike & Keys']",3510802,78280,Nipsey Hussle,False
Loaded Bases,Victory Lap,2018,['CeeLo Green'],"['Mike & Keys', 'Jake One', 'Rance']","['Nipsey Hussle', 'CeeLo Green', 'Jake One', 'Rance', 'Mike & Keys']",3510807,78280,Nipsey Hussle,False
Jaccin For Beats,"Bullets Ain’t Got No Name, Vol. II",2008,[],['Jonny Shipes'],"['Nipsey Hussle', 'Jonny Shipes']",883885,28356,Nipsey Hussle,False
Let’s Talk $,"Bullets Ain’t Got No Name, Vol. II",2008,[],['Mr. Lee'],['Nipsey Hussle'],4438166,28356,Nipsey Hussle,False
Bullets Ain’t Got No Names,"Bullets Ain’t Got No Name, Vol. 1",2008,[],"['DJ Skee', 'DJ Felli Fel']","['Nipsey Hussle', 'DJ Skee', 'DJ Felli Fel']",78065,13792,Nipsey Hussle,False
Bullets Rmx,"Bullets Ain’t Got No Name, Vol. II",2008,['The Game'],"['Jonny Shipes', 'Bang Out', 'Rocstarr']","['The Game', 'Nipsey Hussle']",1854636,28356,Nipsey Hussle,False
Burner On My Lap,"Bullets Ain’t Got No Name, Vol. 1",2008,[],"['DJ Skee', 'DJ Felli Fel']","['Nipsey Hussle', 'DJ Skee', 'DJ Felli Fel']",2095518,13792,Nipsey Hussle,False
Cali,"Slauson Boy, Vol. 1",2005,[],['Ralo Stylez'],"['Nipsey Hussle', 'Ralo Stylez']",4437735,517476,Nipsey Hussle,False
Call from the Bank,The Marathon,2010,['MGMT'],['MGMT'],"['Nipsey Hussle', 'MGMT']",121250,10973,Nipsey Hussle,False
CEO,"Bullets Ain’t Got No Name, Vol. 3",2009,"['Yung Brodee', 'KidCali']",[],"['Yung Brodee', 'Nipsey Hussle', 'KidCali']",1804545,19605,Nipsey Hussle,False
Change Nothing,Crenshaw,2013,[],['1500 or Nothin’'],['Nipsey Hussle'],205933,45726,Nipsey Hussle,False
Checc Me Out,Crenshaw,2013,"['Cobby Supreme', 'DOM KENNEDY']",['Mike & Keys'],"['DOM KENNEDY', 'Cobby Supreme', 'Nipsey Hussle']",220577,45726,Nipsey Hussle,False
Chosen,NH2*,2019,['Dave East'],['Will Menace'],"['Nipsey Hussle', 'Dave East']",4476893,783709,Nipsey Hussle,False
Clarity,Slauson Boy 2,2016,"['Bino Rideaux', 'Dave East']","['My Guy Mars', 'Mike & Keys']","['Dave East', 'Bino Rideaux', 'Nipsey Hussle', 'My Guy Mars', 'Mike & Keys']",2822845,163823,Nipsey Hussle,False
Closer Than Close,"Bullets Ain’t Got No Name, Vol. 1",2008,[],['DJ Felli Fel'],"['Nipsey Hussle', 'Atlantic Starr', 'DJ Felli Fel']",4438122,13792,Nipsey Hussle,False
Come Over,Crenshaw,2013,['James Fauntleroy'],['1500 or Nothin’'],"['James Fauntleroy', 'Nipsey Hussle']",239258,45726,Nipsey Hussle,False
Count Up That Loot,Mailbox Money,2014,[],['DJ Drew Byrd'],['Nipsey Hussle'],339079,116192,Nipsey Hussle,False
Crenshaw and Slauson (True Story),Crenshaw,2013,[],"['Dahi', 'Wizzo']",['Nipsey Hussle'],236993,45726,Nipsey Hussle,False
Crenshaw Blvd,Crenshaw,2013,[],['Nipsey Hussle'],['Nipsey Hussle'],4436836,45726,Nipsey Hussle,False
Dedication,Victory Lap,2018,['Kendrick Lamar'],"['Rance', 'My Guy Mars', 'Mike & Keys', 'Ralo Stylez', 'Axl Folie']","['Nipsey Hussle', 'Kendrick Lamar', 'Rance', 'My Guy Mars', 'Michael Ray Cox Jr.', 'John Groover', 'Axl Folie', 'Alexandria Dopson', 'Mike & Keys', 'Ralo Stylez']",3510799,78280,Nipsey Hussle,False
Diamonds,"Bullets Ain’t Got No Name, Vol. 3",2009,[],['S1'],"['Nipsey Hussle', 'S1']",700661,19605,Nipsey Hussle,False
Don’t Take Days Off,Crenshaw,2013,"['Tai Phillips', 'Quincey White']",['Remixx'],"['Quincey White', 'Tai Phillips', 'Nipsey Hussle']",245010,45726,Nipsey Hussle,False
Double Up,Victory Lap,2018,"['DOM KENNEDY', 'Belly']","['Teddy Walton', 'IAMNOBODI', 'Axl Folie', 'Rance', 'Mike & Keys', 'My Guy Mars']","['Nipsey Hussle', 'DOM KENNEDY', 'Belly', 'Rance', 'John Groover', 'Michael Ray Cox Jr.', 'David Camon', 'Alexander Chigbue', 'Axl Folie', 'Teddy Walton', 'IAMNOBODI', 'Mike & Keys', 'My Guy Mars']",3525281,78280,Nipsey Hussle,False
Down as Great,Slauson Boy 2,2016,['Kirko Bangz'],"['Tariq Beats', 'Jake One', 'Mike & Keys']","['Nipsey Hussle', 'Kirko Bangz', 'Jake One', 'Tariq Beats', 'Mike & Keys']",2491522,163823,Nipsey Hussle,False
Dreamin’,The Marathon,2010,[],['Ralo Stylez'],"['Nipsey Hussle', 'Ralo Stylez']",2351298,10973,Nipsey Hussle,False
Bulgari Shades,The Marathon Continues: X-Tra Laps,2012,[],[],['Nipsey Hussle'],68328,21309,Nipsey Hussle,False
Bucketheads,"Bullets Ain’t Got No Name, Vol. 3",2009,[],[],['Nipsey Hussle'],4439007,19605,Nipsey Hussle,False
Blue Laces 2,Victory Lap,2018,[],"['Mike & Keys', 'Mr. Lee', 'Rance']","['Nipsey Hussle', 'Rance', 'John Groover', 'Michael Ray Cox Jr.', 'Leroy Williams', 'Willie Hutch', 'Mike & Keys', 'Mr. Lee']",3510800,78280,Nipsey Hussle,False
Blue Laces,The Marathon,2010,['Goldie (UK)'],['Mr. Lee'],"['Nipsey Hussle', 'Mr. Lee', 'Goldie (UK)']",109727,10973,Nipsey Hussle,False
Line It Up,"Bullets Ain’t Got No Name, Vol. II",2008,"['Chin', 'Slauson Boyz']",['Shuko'],"['Nipsey Hussle', 'Slauson Boyz', 'Chin']",4438170,28356,Nipsey Hussle,False
10 Toes,The Marathon Continues,2011,[],[],['Nipsey Hussle'],81015,12596,Nipsey Hussle,False
1 for the Money,"The Leaks, Vol. 1",2010,[],[],['Nipsey Hussle'],4497199,523497,Nipsey Hussle,False
1 of 1,Crenshaw,2013,['BH'],['Ralo Stylez'],"['BH', 'Nipsey Hussle']",242405,45726,Nipsey Hussle,False
4 in the Mornin,Crenshaw,2013,[],"['B.CaRR', 'G. Ry']",['Nipsey Hussle'],234448,45726,Nipsey Hussle,False
50 Niggaz,Mailbox Money,2014,[],"['Mike & Keys', '1500 or Nothin’']",['Nipsey Hussle'],606944,116192,Nipsey Hussle,False
7 Days A Week,The Marathon,2010,[],[],['Nipsey Hussle'],76959,10973,Nipsey Hussle,False
Actions Is Everything,"Bullets Ain’t Got No Name, Vol. 1",2008,[],"['DJ Felli Fel', 'Empire (Producer)']","['Nipsey Hussle', 'DJ Felli Fel', 'Empire (Producer)']",554206,13792,Nipsey Hussle,False
Ain’t Hard Enough,Slauson Boy 2,2016,['Mozzy'],"['Tariq Beats', 'Mike & Keys']","['Mozzy', 'Nipsey Hussle', 'Tariq Beats', 'Mike & Keys']",2644620,163823,Nipsey Hussle,False
Aint No Black Superman,"Bullets Ain’t Got No Name, Vol. 1",2008,"['Smoke', 'Numbers']","['Cold 187um', 'DJ Felli Fel']","['Nipsey Hussle', 'Cold 187um', 'DJ Felli Fel', 'Smoke', 'Numbers']",4438117,13792,Nipsey Hussle,False
Dre Jackin For Beats,"Bullets Ain’t Got No Name, Vol. 1",2008,[],"['Dr. Dre', 'DJ Skee', 'DJ Felli Fel']","['Nipsey Hussle', 'Dr. Dre', 'DJ Skee', 'DJ Felli Fel']",4438121,13792,Nipsey Hussle,False
All for tha Doe,"Bullets Ain’t Got No Name, Vol. II",2008,[],['Kanye West'],['Nipsey Hussle'],395235,28356,Nipsey Hussle,False
All Money In,"Bullets Ain’t Got No Name, Vol. II",2008,['June Summers'],['Bang Out'],"['Nipsey Hussle', 'June Summers', 'Bang Out']",396733,28356,Nipsey Hussle,False
All My Life (Freestyle),"Bullets Ain’t Got No Name, Vol. 3",2009,[],['DJ Whoo Kid'],"['Nipsey Hussle', 'DJ Whoo Kid']",4438269,19605,Nipsey Hussle,False
Am I Gone Make It,The Marathon Continues: X-Tra Laps,2012,[],[],['Nipsey Hussle'],352222,21309,Nipsey Hussle,False
A Million,The Marathon,2010,[],['Cookin Soul'],"['Nipsey Hussle', 'Cookin Soul']",109102,10973,Nipsey Hussle,False
A Miracle,Mailbox Money,2014,[],"['Mike & Keys', 'DJ Khalil']",['Nipsey Hussle'],660074,116192,Nipsey Hussle,False
Basic Instinct,Slauson Boy 2,2016,['G Perico'],"['My Guy Mars', 'Mike & Keys']","['Nipsey Hussle', 'G Perico', 'My Guy Mars', 'Mike & Keys']",2470211,163823,Nipsey Hussle,False
Be Here for a While,Mailbox Money,2014,['Vernardo'],['Polyester the Saint'],"['Nipsey Hussle', 'Vernardo', 'Polyester the Saint']",355467,116192,Nipsey Hussle,False
Between Us,Mailbox Money,2014,['K CAMP'],['THC'],"['Ricci Riera', 'Axl Folie', 'K CAMP', 'Nipsey Hussle']",349988,116192,Nipsey Hussle,False
Blacc Ice,"Bullets Ain’t Got No Name, Vol. II",2013,['Question'],['Jonny Shipes'],"['Question', 'Nipsey Hussle']",4436804,28356,Nipsey Hussle,False
Blessings,Crenshaw,2013,[],"['1500 or Nothin’', 'Mike & Keys']",['Nipsey Hussle'],191367,45726,Nipsey Hussle,False
All Get Right,Crenshaw,2013,['J. Stone'],['Big Blizz'],"['Nipsey Hussle', 'J. Stone', 'Big Blizz', 'Sarah J']",165066,45726,Nipsey Hussle,False
Drop Coupes,Crenshaw,2013,[],['Bruce S.'],['Nipsey Hussle'],255897,45726,Nipsey Hussle,False
A Hunnit a Show,Mailbox Money,2014,['Rick Ross'],['Hit-Boy'],"['Rick Ross', 'Nipsey Hussle']",622807,116192,Nipsey Hussle,False
Face the World,Crenshaw,2013,[],['9th Wonder'],['Nipsey Hussle'],153470,45726,Nipsey Hussle,False
Hussle Hussle,"The Leaks, Vol. 1",2013,[],[],['Nipsey Hussle'],4497192,523497,Nipsey Hussle,False
Hussle in the House,"Bullets Ain’t Got No Name, Vol. II",2008,[],['Dxtroit Red'],"['Nipsey Hussle', 'Dxtroit Red']",35445,28356,Nipsey Hussle,False
Hussle & Motivate,Victory Lap,2018,[],"['DO Speaks', 'Street Symphony', 'Brody Brown', 'Rance', 'Mike & Keys']","['Nipsey Hussle', 'JAY-Z', 'DJ Mark The 45 King', 'Michael Ray Cox Jr.', 'John Groover', 'Martin Charnin', 'Street Symphony', 'DO Speaks', 'Charles Strouse', 'Askia Fountain', 'Mo’ Chedda', 'Tasleema', 'Brody Brown', 'Rance', 'Mike & Keys']",3510801,78280,Nipsey Hussle,False
I Be Killen Um,The Marathon,2010,[],['Ryan Leslie'],"['Nipsey Hussle', 'Ryan Leslie']",392487,10973,Nipsey Hussle,False
I Could Never Lose (Outro),"Bullets Ain’t Got No Name, Vol. 3",2009,[],[],['Nipsey Hussle'],2072909,19605,Nipsey Hussle,False
I Don’t Give a Fucc,The Marathon,2010,[],['QDIII'],"['Nipsey Hussle', 'QDIll']",58623,10973,Nipsey Hussle,False
I Don’t Stress (Stressed Out),Slauson Boy 2,2016,[],"['My Guy Mars', 'Tariq Beats', 'Mike & Keys']","['Nipsey Hussle', 'My Guy Mars', 'Tariq Beats', 'Mike & Keys']",2826766,163823,Nipsey Hussle,False
I Do This,Slauson Boy 2,2016,"['Mozzy', 'Young Thug']",['Mike Free'],"['Mike Free', 'Nipsey Hussle', 'Young Thug', 'Mozzy']",2478526,163823,Nipsey Hussle,False
If U Were Mine,Crenshaw,2014,['James Fauntleroy'],['Jiggy Hendrix'],"['Nipsey Hussle', 'James Fauntleroy', 'Sade Adu', 'Andrew Hale', 'Stuart Matthewman']",246171,45726,Nipsey Hussle,False
I’m From,"Bullets Ain’t Got No Name, Vol. 1",2008,['Cuzzy Capone'],['DJ Felli Fel'],"['Nipsey Hussle', 'Cuzzy Capone', 'DJ Felli Fel']",4438086,13792,Nipsey Hussle,False
I Need That,The Marathon Continues,2011,['DOM KENNEDY'],[],"['Nipsey Hussle', 'DOM KENNEDY']",60465,12596,Nipsey Hussle,False
Interlude,"Bullets Ain’t Got No Name, Vol. 3",2009,['Lloyd'],"['Roy Ayers', 'Maurice Green']","['Lloyd', 'Nipsey Hussle', 'Roy Ayers']",4438959,19605,Nipsey Hussle,False
Intoxicated,The Marathon Continues: X-Tra Laps,2012,['Gabrielle “Goldiie” Nowee'],[],['Nipsey Hussle'],111415,21309,Nipsey Hussle,False
Intro (Slauson Boy),"Slauson Boy, Vol. 1",2005,[],['Ralo Stylez'],"['Nipsey Hussle', 'Ralo Stylez']",4437711,517476,Nipsey Hussle,False
It’s Hard out There,"Bullets Ain’t Got No Name, Vol. 1",2008,[],['DJ Felli Fel'],"['Nipsey Hussle', 'DJ Felli Fel']",4438119,13792,Nipsey Hussle,False
Keys 2 the City,The Marathon,2010,[],"['ENG (Producer)', 'Djay Cas']","['Nipsey Hussle', 'ENG (Producer)', 'Djay Cas']",50951,10973,Nipsey Hussle,False
Killa,Mailbox Money,2014,[],"['Ralo Stylez', 'Wizzo']",['Nipsey Hussle'],657917,116192,Nipsey Hussle,False
Kush & Haze,"Bullets Ain’t Got No Name, Vol. II",2008,[],['Fee (producer)'],['Nipsey Hussle'],395184,28356,Nipsey Hussle,False
Last Time That I Checc’d,Victory Lap,2018,['YG'],"['Kacey Khaliel', 'Brody Brown', 'Rance', 'Mike & Keys']","['Nipsey Hussle', 'YG', 'John Groover', 'Michael Ray Cox Jr.', 'Kacey Khaliel', 'Rance', 'Brody Brown', 'Mike & Keys']",3387726,78280,Nipsey Hussle,False
Late Nights and Early Mornings,The Marathon,2010,[],"['Static Major', 'Groove', 'Music Royale']","['Nipsey Hussle', 'Static Major', 'Groove', 'Music Royale']",730228,10973,Nipsey Hussle,False
Everythang,The Marathon Continues,2011,[],[],['Nipsey Hussle'],70388,12596,Nipsey Hussle,False
Husslas State of Mind,"The Leaks, Vol. 1",2010,[],[],['Nipsey Hussle'],4497210,523497,Nipsey Hussle,False
Hussla Hussla,"Bullets Ain’t Got No Name, Vol. 1",2008,['H60dsta Rob'],['DJ Felli Fel'],"['H60dsta Rob', 'Nipsey Hussle', 'DJ Felli Fel']",4438123,13792,Nipsey Hussle,False
Keyz 2 the City 2,Victory Lap,2018,['TeeFlii'],"['YNG Josh', 'Resource', 'Mike & Keys', 'Jake One', 'Teddy Walton']","['Nipsey Hussle', 'TeeFlii', 'Jake One', 'John Groover', 'Michael Ray Cox Jr.', 'Resource', 'YNG Josh', 'Josh Henderson', 'Teddy Walton', 'Mike & Keys']",3510804,78280,Nipsey Hussle,False
H-Town,Crenshaw,2013,"['TeeFlii', 'Cobby Supreme', 'Skeme', 'DOM KENNEDY']",['Mike & Keys'],"['TeeFlii', 'DOM KENNEDY', 'Skeme', 'Cobby Supreme', 'Nipsey Hussle']",235250,45726,Nipsey Hussle,False
Faith,The Marathon Continues: X-Tra Laps,2012,[],[],['Nipsey Hussle'],88156,21309,Nipsey Hussle,False
Hussla Hoodsta,"Bullets Ain’t Got No Name, Vol. 1",2008,[],['DJ Felli Fel'],"['Nipsey Hussle', 'DJ Felli Fel']",4438103,13792,Nipsey Hussle,False
Fast,"The Leaks, Vol. 1",2010,[],[],['Nipsey Hussle'],4497191,523497,Nipsey Hussle,False
Fastlane Youngstas,"Slauson Boy, Vol. 1",2005,[],['Ralo Stylez'],"['Nipsey Hussle', 'Ralo Stylez']",4440344,517476,Nipsey Hussle,False
Fastlane Youngstas (Special Edition),"Bullets Ain’t Got No Name, Vol. 3",2009,['Rimpau'],[],"['Nipsey Hussle', 'Rimpau']",111440,19605,Nipsey Hussle,False
