title,album,release_date,featured_artists,producer_artists,writer_artists,genius_track_id,genius_album_id,artist,file_exists
​a&t,i am﹥i was,2018,['Yung Miami'],"['FKi 1st', 'Nija']","['Tenina Stevens', 'DJ Paul', 'Marvin Whitemon', 'Ball Greezy', 'Juicy J', 'Jozzy', 'E-40', 'Delmar Lawrence', 'Danell Stevens', 'B-Legit', 'FKi 1st', 'Nija', '21 Savage']",4155497,477314,21 Savage,True
​asmr,i am﹥i was,2018,[],"['Kid Hazel', 'Metro Boomin']","['Kid Hazel', 'Metro Boomin', '21 Savage']",4155508,477314,21 Savage,True
​a lot,i am﹥i was,2018,['J. Cole'],"['J. White Did It', 'Dahi']","['Sheila Young', 'J. White Did It', 'Dahi', 'J. Cole', '21 Savage']",4155494,477314,21 Savage,True
​all my friends,i am﹥i was,2018,['Post Malone'],['Louis Bell'],"['Watson', 'Cashio', 'Billy Walsh', 'Louis Bell', 'Post Malone', '21 Savage']",4155504,477314,21 Savage,True
7 Min Freestyle,Issa Album,2017,[],"['Metro Boomin', 'Southside']","['Metro Boomin', '21 Savage', 'Southside']",3122882,346573,21 Savage,True
4L,i am﹥i was,2018,['Young Nudy'],"['Roselilah', 'Kid Hazel']","['Roselilah', 'Kid Hazel', 'Young Nudy', '21 Savage']",4173960,477314,21 Savage,True
12 AM,Free Guwop EP,2015,[],['Sonny Digital'],"['Sonny Digital', '21 Savage']",2377682,134590,21 Savage,False
Close My Eyes,Issa Album,2017,[],['Metro Boomin'],"['21 Savage', 'Metro Boomin']",3147475,346573,21 Savage,True
Help Me,Slaughter King,2015,[],['Zaytoven'],"['Zaytoven', '21 Savage']",2460658,139131,21 Savage,True
Dip Dip,Slaughter King,2015,[],['Zaytoven'],"['Zaytoven', '21 Savage']",2407042,139131,21 Savage,True
Lord Forgive Me,Slaughter King,2015,[],['F12'],"['F12', 'Hoodrich Keem', '21 Savage']",2383627,139131,21 Savage,True
Wow,Slaughter King,2015,[],['Sonny Digital'],"['Sonny Digital', '21 Savage']",2394756,139131,21 Savage,True
​letter 2 my momma,i am﹥i was,2018,[],['Kid Hazel'],"['Kid Hazel', '21 Savage']",4155517,477314,21 Savage,True
Woah,The Slaughter Tape,2015,[],['Zaytoven'],"['Zaytoven', '21 Savage']",2280461,133503,21 Savage,True
Whole Lot,Issa Album,2017,[],"['CuBeatz', 'Metro Boomin']","['Metro Boomin', 'Young Thug', '21 Savage', 'Tim Gomringer', 'Kevin Gomringer']",3147486,346573,21 Savage,True
Vette,Slaughter King,2015,['Trouble'],['Spiffy Global'],"['Spiffy Global', '21 Savage', 'Trouble']",2478249,139131,21 Savage,True
Twenty1,Free Guwop EP,2015,[],['Sonny Digital'],"['Sonny Digital', '21 Savage']",2434672,134590,21 Savage,False
Thug Life,Issa Album,2017,[],['Metro Boomin'],"['Curtis Mayfield', 'Metro Boomin', '21 Savage']",3147472,346573,21 Savage,True
Supply,Free Guwop EP,2015,[],"['Metro Boomin', 'Southside', 'Sonny Digital']","['Southside', 'Metro Boomin', 'Sonny Digital', '21 Savage']",2253793,134590,21 Savage,False
Start Dyin,The Slaughter Tape,2015,['Offset'],['Zaytoven'],"['Zaytoven', 'Offset', '21 Savage']",2714889,133503,21 Savage,True
Slime,Slaughter King,2015,['Young Nudy'],['\u200bjetsonmade'],"['\u200bjetsonmade', 'Young Nudy', '21 Savage']",2425540,139131,21 Savage,True
Slaughter Ya Daughter,The Slaughter Tape,2015,"['\u200biLoveMakonnen', 'KEY!']",['F12'],"['F12', '\u200biLoveMakonnen', 'KEY!', '21 Savage']",2345362,133503,21 Savage,True
Skrrt Skrrt,The Slaughter Tape,2015,[],['F12'],"['F12', '21 Savage']",2151305,133503,21 Savage,True
Seeing Double,The Slaughter Tape,2015,[],['F12'],"['F12', '21 Savage']",2842214,133503,21 Savage,True
Secret,21S3*,2020,['Summer Walker'],['Kid Hazel'],"['Summer Walker', 'Kid Hazel', '21 Savage']",5292767,575571,21 Savage,False
Red Opps,Free Guwop EP,2015,[],['Sonny Digital'],"['Sonny Digital', '21 Savage']",2280469,134590,21 Savage,False
Special,Issa Album,2017,[],['Wheezy'],"['Wheezy', '21 Savage']",3147041,346573,21 Savage,True
Picky,The Slaughter Tape,2014,[],['DJ Plugg'],"['DJ Plugg', '21 Savage']",1900227,133503,21 Savage,True
Million Dollar Liq,The Slaughter Tape,2015,['ManMan Savage'],['F12'],"['F12', 'ManMan Savage', '21 Savage']",2347425,133503,21 Savage,True
Pimp,The Slaughter Tape,2015,[],['Zaytoven'],"['Zaytoven', '21 Savage']",2172978,133503,21 Savage,True
Money Convo,Issa Album,2017,[],['Metro Boomin'],"['Metro Boomin', '21 Savage']",3147485,346573,21 Savage,True
​monster,i am﹥i was,2018,['Childish Gambino'],"['TIGGI', 'Dave Sava6e', 'Axl Folie', 'Dahi']","['TIGGI', 'Dave Sava6e', 'Axl Folie', 'Dahi', 'Childish Gambino', '21 Savage']",4155516,477314,21 Savage,True
Motorcycle,Slaughter King,2015,['Dreezy'],['Zaytoven'],"['Zaytoven', 'Dreezy', '21 Savage']",2385191,139131,21 Savage,True
No Peace,Slaughter King,2015,[],"['DP Beats', 'F12']","['F12', 'DP Beats', '21 Savage']",2396348,139131,21 Savage,True
Nothin New,Issa Album,2017,[],"['Metro Boomin', 'Zaytoven']","['Zaytoven', 'Metro Boomin', '21 Savage']",3147508,346573,21 Savage,True
Mind Yo Business,Slaughter King,2015,[],['Wheezy'],"['Wheezy', '21 Savage']",2389361,139131,21 Savage,True
One Foot,Free Guwop EP,2015,[],['Sonny Digital'],"['Sonny Digital', '21 Savage']",2280451,134590,21 Savage,False
​out for the night,i am﹥i was,2018,[],"['Einer Bankz', 'Kid Hazel']","['Santana', 'Kid Hazel', '21 Savage']",4155498,477314,21 Savage,True
Out the Bowl,The Slaughter Tape,2015,['KEY!'],['TrapMoneyBenny'],"['KEY!', '21 Savage', 'TrapMoneyBenny']",2333870,133503,21 Savage,True
​pad lock,i am﹥i was,2018,[],"['Freek van Workum', 'ItsNicklus', 'Kid Hazel']","['Kid Hazel', 'ItsNicklus', 'Freek van Workum', '21 Savage']",4155514,477314,21 Savage,True
Partments,Slaughter King,2015,[],['Dolan Beats'],"['Dolan Beats', '21 Savage']",2478247,139131,21 Savage,True
Numb,Issa Album,2017,[],['Metro Boomin'],"['21 Savage', 'Metro Boomin', 'Mr. Hahn', 'Brad Delson', 'Mike Shinoda', 'Dave Farrell', 'Rob Bourdon', 'Chester Bennington']",3147512,346573,21 Savage,True
Tattoo Tears (Live),2Pac Live,2018,[],"['Kurupt', 'Suge Knight']","['2Pac', 'E.D.I. Mean', 'Young Noble', 'Napoleon (Outlawz)', 'Yaki Kadafi', 'Roy Ayers', 'Kurupt', 'Kastro']",4061981,475467,2Pac,False
Syke Interlude T2001,Until the End of Time,2001,['Big Syke'],['Cold 187um'],"['Big Syke', '2Pac', 'Cold 187um']",1640242,87,2Pac,False
Strugglin’,Strictly 4 My N.I.G.G.A.Z...,1993,['Live Squad'],"['2Pac', 'Live Squad']","['Majesty (Live Squad)', 'Stretch', '2Pac']",6725,76,2Pac,False
Strictly Fo’ My Niggaz (Original),Troublesome ’21,2021,[],[],[],8226173,931347,2Pac,False
Strictly 4 My N.I.G.G.A.Z...,Strictly 4 My N.I.G.G.A.Z...,1993,['Pacific Heights'],"['2Pac', 'Laylaw']",['2Pac'],6724,76,2Pac,False
Street Fame (Briss Remix),Better Dayz,2002,[],"['BRISS', 'Daz Dillinger']","['2Pac', 'Daz Dillinger']",6546,33,2Pac,False
Starry Night,"The Rose That Grew From Concrete, Vol. 1",2000,"['Mac Mall', 'Quincy Jones', 'Rashida Jones']",['QDIII'],['2Pac'],6751,80,2Pac,False
Still Ballin’ [Nitty Remix],Better Dayz,2002,['Trick Daddy'],"['Johnny J', 'Frank “Nitty” Pimentel']","['Trick Daddy', 'Johnny J', '2Pac']",640,33,2Pac,False
Starin’ Through My Rear View Remix,"Nu Mixx Klazzics, Vol. 2",2007,['Dwele'],"['Street Radio', 'Arnold Mischkulnig', 'Bob Perry']",['2Pac'],6649,164453,2Pac,False
Soulja’s Story,2Pacalypse Now,1991,[],['Big D The Impossible'],"['Isaac Hayes', 'Big D The Impossible', '2Pac']",6531,30,2Pac,False
Souljah’s Revenge,Strictly 4 My N.I.G.G.A.Z...,1993,[],"['2Pac', 'Bobcat']",['2Pac'],6726,76,2Pac,False
Soon as I Get Home,Pac’s Life,2006,['Yaki Kadafi'],['QDIII'],"['2Pac', 'QDIII', 'Michael Marshall', 'Marcus Thompson', 'Alex Hill', 'Yaki Kadafi']",2488,43,2Pac,False
Tattoo Tears (Live 1996),Live at the House Of Blues,2018,['Outlawz'],"['E.D.I. Mean', 'Kurupt']","['Kastro', 'Yaki Kadafi', 'Young Noble', '2Pac']",4064424,475843,2Pac,False
Still Don’t Give A Fuck,Troublesome ’21,2021,[],['DJ Daryl'],['2Pac'],2138333,931347,2Pac,False
Tears of a Teenage Mother,"The Rose That Grew From Concrete, Vol. 1",2000,['Jasmine Guy'],['Eric Rico'],['2Pac'],6752,80,2Pac,False
The Uppercut,Loyal To The Game,2004,"['Young Noble', 'E.D.I. Mean']","['Luis Resto', 'Eminem']","['2Pac', 'Stretch', 'Luis Resto', 'Eminem', 'Young Noble', 'E.D.I. Mean']",5431,41,2Pac,False
Temptations,Me Against The World,1995,[],['Easy Mo Bee'],"['2Pac', 'Easy Mo Bee', 'Roger Troutman', 'Larry Troutman', 'Shirley Murdock', 'George Clinton', 'Garry Shider', 'David Spradley']",1536,42,2Pac,False
Tha’ Lunatic,2Pacalypse Now,1991,['Stretch'],['Live Squad'],"['Stretch', '2Pac']",6528,30,2Pac,False
Tha Shiznit (Live 1996),Live at the House Of Blues,1996,['Tha Dogg Pound'],"['J. Kevin Swain', 'Dr. Dre']","['Snoop Dogg', 'Dr. Dre', 'Lil David Ruffin']",4064431,475843,2Pac,False
The Case of the Misplaced Mic,Beginnings: The Lost Tapes 1988-1991,1989,[],"['Chopmaster J', 'Strictly Dope']","['DJ Dize', 'Roc-T', '2Pac']",6728,78,2Pac,False
The Eternal Lament,"The Rose, Vol. 2: Music Inspired by Tupac’s Poetry",2005,['Celina (USA)'],['Jukebox'],['2Pac'],6670,71,2Pac,False
The Fear in the Heart of a Man,"The Rose That Grew From Concrete, Vol. 1",2000,['Q-Tip'],['Eric Rico'],['2Pac'],6759,80,2Pac,False
The Last Days (Davey D),In His Own Words,1998,[],['The Stealth Music Group'],['Davey D'],4092212,479627,2Pac,False
The People Made Me (Interview by Sway),In His Own Words,1998,[],['The Stealth Music Group'],"['Sway (USA)', '2Pac']",4092202,479627,2Pac,False
The Realist Killaz,Resurrection,2003,['50 Cent'],['Red Spyda'],"['2Pac', '50 Cent']",3105,49,2Pac,True
There U Go,Better Dayz,2002,"['Jazze Pha', 'Big Syke', 'Outlawz']",['Johnny J'],"['2Pac', 'Johnny J', 'E.D.I. Mean', 'Jazze Pha', 'Napoleon (Outlawz)', 'Big Syke', 'Young Noble', 'Kastro', 'Yaki Kadafi']",6547,33,2Pac,False
The Rose That Grew From Concrete (Autobiographical),The Rose That Grew From Concrete,1999,['Nikki Giovanni'],['2Pac'],['2Pac'],125772,11475,2Pac,False
The Streetz R Deathrow,Strictly 4 My N.I.G.G.A.Z...,1993,[],"['2Pac', 'Stretch']",['2Pac'],6714,76,2Pac,False
The Sun & the Moon,"The Rose That Grew From Concrete, Vol. 1",2000,['Chief Okena Littlehawk'],"['Jamal Joseph', 'Voza Rivers']",['2Pac'],6753,80,2Pac,False
Sometimes I Cry,"The Rose That Grew From Concrete, Vol. 1",2000,['Dan Rockett'],['Dan Rockett'],['2Pac'],6750,80,2Pac,False
Tears of a Teenage Mother (Poem),The Rose That Grew From Concrete,1999,[],['2Pac'],['2Pac'],2966530,11475,2Pac,False
Something Wicked,2Pacalypse Now,1991,['Pee Wee'],['Jeremy'],['2Pac'],3826,30,2Pac,False
16 on Death Row,R U Still Down? (Remember Me),1997,[],"['We Got Kidz', '2Pac']",['2Pac'],2177,73,2Pac,False
Some Bomb Azz (Pussy) (Live 1996),Live at the House Of Blues,2018,['Tha Dogg Pound'],['Daz Dillinger'],"['Snoop Dogg', 'Kurupt', 'Daz Dillinger']",4064433,475843,2Pac,False
They Don’t Give A F*** About Us,Better Dayz,2002,['Outlawz'],['Johnny J'],"['2Pac', 'Johnny J', 'Young Noble', 'Napoleon (Outlawz)', 'Kastro', 'E.D.I. Mean', 'Yaki Kadafi']",6101,33,2Pac,False
Pain (Nu-Mixx),"Nu Mixx Klazzics, Vol. 2",2007,"['Styles P', 'Butch Cassidy']",['Black Jeruz'],"['2Pac', 'Styles P', 'Butch Cassidy', 'Stretch']",4032527,164453,2Pac,False
Papa’z Song,Strictly 4 My N.I.G.G.A.Z...,1993,"['Mopreme Shakur', 'Poppi']","['2Pac', 'Big D The Impossible']",['2Pac'],6723,76,2Pac,False
Part Time Mutha,2Pacalypse Now,1991,"['Poppi', 'Angelique']",['Big D The Impossible'],"['2Pac', 'Stevie Wonder']",6525,30,2Pac,False
Peep Game,Strictly 4 My N.I.G.G.A.Z...,1993,['Threat'],"['2Pac', 'Bobcat']","['Threat', '2Pac', 'Bobcat']",6727,76,2Pac,False
Picture Me Rollin’,All Eyez On Me,1996,"['Danny Boy Steward', 'CPO', 'Big Syke']",['Johnny J'],"['CPO', '2Pac', 'Big Syke', 'Johnny J']",698,38,2Pac,False
Picture Me Rollin’ (Kurupt Remix),"Nu Mixx Klazzics, Vol. 2",2007,"['Butch Cassidy', 'Kurupt']","['Street Radio', 'Bob Perry', 'Arnold Mischkulnig']","['2Pac', 'Johnny J', 'Kurupt', 'Butch Cassidy']",4005197,164453,2Pac,False
Picture Me Rollin’ (Outlawz Remix),"Nu Mixx Klazzics, Vol. 2",2007,"['Outlawz', 'Danny Boy Steward']",['Claudio Cueni'],"['2Pac', 'Johnny J', 'E.D.I. Mean', 'Young Noble', 'Napoleon (Outlawz)']",4032532,164453,2Pac,False
Playa Cardz Right (Male),Pac’s Life,2006,"['Keon Bryce', 'Ludacris']",['Sha Money XL'],"['2Pac', 'Sha Money XL', 'Johnny J', 'Yaki Kadafi', 'K-Ci Hailey', 'JoJo Hailey', 'Big Syke', 'Mopreme Shakur', 'K-Ci & JoJo', 'Keon Bryce', 'Ludacris']",6617,43,2Pac,False
Poetry,"The Rose, Vol. 2: Music Inspired by Tupac’s Poetry",2005,['Pac’s Kids'],['Jukebox'],['2Pac'],6671,71,2Pac,False
Point the Finga,Strictly 4 My N.I.G.G.A.Z...,1993,[],"['Atron Gregory', '2Pac', 'Big D The Impossible']",['2Pac'],6722,76,2Pac,False
Power of a Smile,"The Rose, Vol. 2: Music Inspired by Tupac’s Poetry",2005,['Bone Thugs-N-Harmony'],"['Kush N Kato', 'Romeo Antonio']",['2Pac'],6673,71,2Pac,False
Ratha Be Ya Nigga,All Eyez On Me,1996,['Richie Rich'],['Doug Rasheed'],"['Richie Rich', '2Pac', 'Doug Rasheed']",6580,38,2Pac,False
Ready 4 Whatever,R U Still Down? (Remember Me),1997,['Big Syke'],['Johnny J'],"['2Pac', 'Big Syke', 'Johnny J', 'Gil Scott-Heron']",6693,73,2Pac,False
Something 2 Die 4 [Interlude],Strictly 4 My N.I.G.G.A.Z...,1993,['Dave Hollister'],"['Atron Gregory', 'Big D The Impossible', '2Pac']",['2Pac'],6719,76,2Pac,False
Rebel of the Underground,2Pacalypse Now,1991,"['Ray Luv', 'Shock G']",['Shock G'],"['Big D The Impossible', '2Pac']",6527,30,2Pac,False
Representin’,Troublesome ’21,2021,[],[],[],8226176,931347,2Pac,False
Representin’ 93,Strictly 4 My N.I.G.G.A.Z...,1993,[],"['2Pac', 'Truman Jefferson']",['2Pac'],4847,76,2Pac,False
Runnin’ (Dying to Live),Resurrection,2003,['The Notorious B.I.G.'],"['Eminem', 'Easy Mo Bee']","['2Pac', 'The Notorious B.I.G.', 'Easy Mo Bee', 'Luis Resto', 'Eminem', 'Edgar Winter']",367,49,2Pac,False
Runnin’ On E,Until the End of Time,2001,['Outlawz'],['2Pac'],"['2Pac', 'Hussein Fatal', 'Young Noble', 'Yaki Kadafi', 'Nutt-So']",111291,87,2Pac,False
Run Tha Streetz,All Eyez On Me,1996,"['Napoleon (Outlawz)', 'Michel’le', 'Storm']","['Johnny J', '2Pac']","['Napoleon (Outlawz)', '2Pac', 'Johnny J']",6582,38,2Pac,False
R U Still Down? (Remember Me),R U Still Down? (Remember Me),1997,[],['Tony Pizarro'],"['Curtis Mayfield', 'Tony Pizarro', '2Pac']",6694,73,2Pac,False
Scared Straight,Pac’s Life,2006,[],"['Carvin Haggins', 'Ivan Barias']",['2Pac'],6620,43,2Pac,False
Shorty Wanna Be A Thug,All Eyez On Me,1996,[],['Johnny J'],"['2Pac', 'Johnny J']",6581,38,2Pac,False
Skandalouz,All Eyez On Me,1996,['Nate Dogg'],['Daz Dillinger'],"['2Pac', 'Daz Dillinger']",6583,38,2Pac,False
Sleep,Pac’s Life,2006,"['Young Buck', 'Chamillionaire']",['Sha Money XL'],"['2Pac', 'Sha Money XL', 'Daz Dillinger', 'Chamillionaire', 'Young Buck']",6621,43,2Pac,False
Soldier Like Me [a/k/a Return Of The Soulja],Loyal To The Game,2004,['Eminem'],"['Luis Resto', 'Eminem']","['Luis Resto', 'Eminem', '2Pac']",6608,41,2Pac,False
So Many Tears,Me Against The World,1995,[],['Shock G'],"['2Pac', 'Shock G', 'Eric “Kenya” Baker', 'Stretch', 'Stevie Wonder']",1689,42,2Pac,False
So Many Tears (Live),2Pac Live,2004,[],['Suge Knight'],"['Shock G', '2Pac', 'Stevie Wonder', 'Eric “Kenya” Baker']",4061978,475467,2Pac,False
So Many Tears (Live 1996),Live at the House Of Blues,2005,['Outlawz'],['Shock G'],"['2Pac', 'Eric “Kenya” Baker', 'Stevie Wonder', 'Stretch', 'Shock G']",4064421,475843,2Pac,False
Redemption,R U Still Down? (Remember Me),1997,[],['We Got Kidz'],"['2Pac', 'Ricky Rouse']",6690,73,2Pac,False
This Ain’t Livin,Until the End of Time,2001,[],"['Johnny J', 'Greg Dalton', 'Ronnie King']","['2Pac', 'Johnny J', 'Vanessa', 'Greg Dalton', 'Ronnie King']",6791,87,2Pac,False
Wanted Dead or Alive (Gangsta Party),"Nu Mixx Klazzics, Vol. 2",2007,['Snoop Dogg'],['Jiggolo'],"['2Pac', 'Snoop Dogg', 'Daz Dillinger', 'Roger Troutman']",4032534,164453,2Pac,False
Thug 4 Life,Loyal To The Game,2004,[],['Eminem'],"['2Pac', 'Johnny J', 'Luis Resto', 'Eminem']",6599,41,2Pac,False
What of a Love Unspoken,"The Rose That Grew From Concrete, Vol. 1",2000,['Slimkid3'],"['Eric Rico', 'Slimkid3']",['2Pac'],6757,80,2Pac,False
What Would U Do (Live 1996),Live at the House Of Blues,2005,['Tha Dogg Pound'],"['J. Kevin Swain', 'Dr. Dre']","['Kurupt', 'Big Pimpin’ Delemond', 'Jewell', 'Snoop Dogg', 'Daz Dillinger']",4064429,475843,2Pac,False
Whatz Next,Pac’s Life,2006,"['A3 (Rapper)', 'Jay Rock']",['Salih Williams'],"['A3 (Rapper)', '2Pac', 'Johnny J', 'Jay Rock', 'Salih Williams', 'Big Syke', 'Mopreme Shakur']",6624,43,2Pac,False
What’z Ya Phone #,All Eyez On Me,1996,['Danny Boy Steward'],"['Johnny J', '2Pac']","['2Pac', 'Johnny J']",567,38,2Pac,False
What’z Ya Phone # (Nu-Mixx),"Nu Mixx Klazzics, Vol. 2",2007,['Candy Hill'],['!llmind'],"['2Pac', 'Johnny J', 'Candy Hill', '!llmind']",4032523,164453,2Pac,False
When I Get Free,R U Still Down? (Remember Me),1997,[],"['Ricky Rouse', 'We Got Kidz']","['2Pac', 'E.D.I. Mean', 'Kastro', 'Ricky Rouse']",506962,73,2Pac,False
When I Get Free II (Remix),Until the End of Time,1997,['J. Valentine'],"['Johnny J', 'Cold 187um']","['2Pac', 'Johnny J', 'J. Valentine', 'Cold 187um']",6776,87,2Pac,False
When I Get Free II,R U Still Down? (Remember Me),1997,[],"['Conrad Rosser', 'Christopher Rosser']","['Conrad Rosser', 'Christopher Rosser', 'Stanley Clarke', '2Pac']",6685,73,2Pac,False
When the Heart Turns Cold,"The Rose That Grew From Concrete, Vol. 1",2000,['Sonia Sanchez'],['Jamal Joseph'],['2Pac'],6763,80,2Pac,False
When Thugz Cry,Until the End of Time,2001,[],"['Johnny J', 'Corney Mims', 'Greg Dalton', 'Ronnie King']","['2Pac', 'Johnny J', 'Corney Mims', 'Greg Dalton', 'Ronnie King']",1215,87,2Pac,False
When Ure Heart Turns Cold,"The Rose, Vol. 2: Music Inspired by Tupac’s Poetry",2005,['Outlawz'],['Outlawz'],['2Pac'],6679,71,2Pac,False
When Ur Hero Falls,"The Rose, Vol. 2: Music Inspired by Tupac’s Poetry",2005,['Impact Kids'],"['Vinny Idol', 'Raydon Coleman']",['2Pac'],6678,71,2Pac,False
When We Ride,All Eyez On Me,1996,['Outlawz'],['DJ Pooh'],"['2Pac', 'Yaki Kadafi', 'E.D.I. Mean', 'Napoleon (Outlawz)', 'Hussein Fatal', 'Kastro', 'Big Syke']",6587,38,2Pac,False
When We Ride on Our Enemies (Briss Remix),Better Dayz,2002,[],"['Johnny J', 'BRISS']","['Johnny J', '2Pac']",6536,33,2Pac,False
Where Do We Go From Here (Interlude),R U Still Down? (Remember Me),1997,[],"['Tony Pizarro', '2Pac']","['2Pac', 'Gary Mudbone Cooper', 'Bootsy Collins', 'Tony Pizarro', 'George Clinton']",6697,73,2Pac,False
Where There Is A Will...,"The Rose, Vol. 2: Music Inspired by Tupac’s Poetry",2005,['Boot Camp Clik'],['Ayatollah'],['2Pac'],6675,71,2Pac,False
White Man’z World,The Don Killuminati: The 7 Day Theory,1996,[],['Darryl Harper'],"['Darryl Harper', '2Pac']",3161,37,2Pac,False
Who Am I? (What’s My Name?) (Live 1996),Live at the House Of Blues,2005,['Tha Dogg Pound'],"['J. Kevin Swain', 'Dr. Dre', 'Emanuel Dean']","['Snoop Dogg', 'Dr. Dre', 'George Clinton', 'Garry Shider', 'David Spradley']",4064439,475843,2Pac,False
Who Do U Believe In,Better Dayz,1999,"['Big Pimpin’ Delemond', 'Nanci Fletcher', 'Yaki Kadafi']",['Johnny J'],"['2Pac', 'Johnny J', 'Yaki Kadafi', 'Jay Kay', 'Toby Smith', 'Dwight Williams']",5343,33,2Pac,False
Who Do You Love?,Loyal To The Game,2004,[],['Eminem'],"['2Pac', 'Stretch', 'Eminem', 'Luis Resto']",6603,41,2Pac,False
Why Must U Be Unfaithful,"The Rose That Grew From Concrete, Vol. 1",2000,['Sarah Jones'],['Jamal Joseph'],['2Pac'],6760,80,2Pac,False
Why U Turn on Me?,Until the End of Time,2001,['Yusef Sharid'],"['2Pac', 'Darren Vegas', 'Jim Gittum', 'Crooked I', 'Carl “Butch” Small']","['2Pac', 'Yusef Sharid', 'Darren Vegas', 'Jim Gittum', 'Crooked I', 'Carl “Butch” Small']",6800,87,2Pac,False
Wife 4 Life,"The Rose That Grew From Concrete, Vol. 1",2000,"['Ahmad', 'Tena Jones', 'K-Ci Hailey', '4th Avenue Jones']","['Eric Rico', 'Jamal Joseph']",['2Pac'],6761,80,2Pac,False
Wonda Why They Call U Bitch,All Eyez On Me,1996,[],"['Johnny J', '2Pac']","['2Pac', 'Johnny J']",6584,38,2Pac,False
Words 2 My First Born,Until the End of Time,2001,['Above the Law'],"['DJ Quik', 'Spanky Alford']","['2Pac', 'DJ Quik', 'Nutt-So', 'KMG the Illustrator', 'Cold 187um', 'Spanky Alford']",66941,87,2Pac,False
Words of Wisdom,2Pacalypse Now,1991,[],['Shock G'],"['Shock G', '2Pac']",6532,30,2Pac,False
World Wide Mob Figgaz,Until the End of Time,2001,['Outlawz'],"['Johnny J', 'Greg Dalton', 'Ronnie King']","['2Pac', 'Johnny J', 'Napoleon (Outlawz)', 'E.D.I. Mean', 'Young Noble', 'Ta’He', 'Greg Dalton', 'Ronnie King']",6792,87,2Pac,False
Young Black Male,2Pacalypse Now,1991,[],['Big D The Impossible'],"['George Clinton', 'Big D The Impossible', '2Pac']",1053,30,2Pac,False
Young Niggaz,Me Against The World,1995,[],"['Le-morrious Tyler', 'Moe ZMD']","['2Pac', 'Moe ZMD', 'Le-morrious Tyler', 'Larry Blackmon', 'Nathan Leftenant', 'Tomi Jenkins', 'Charlie Singleton']",6611,42,2Pac,False
What Happened (Interview by Sway),In His Own Words,1998,[],['The Stealth Music Group'],"['2Pac', 'Sway (USA)']",4092206,479627,2Pac,False
Whatcha Gonna Do,Better Dayz,2002,['Outlawz'],"['Johnny J', 'E.D.I. Mean']","['2Pac', 'Johnny J', 'E.D.I. Mean', 'Young Noble', 'Kastro']",6541,33,2Pac,False
Watch Ya Mouth,The Don Killumanati: The 3 Day Theory,1996,[],['L.T. Hutton'],['2Pac'],51745,847587,2Pac,False
Pac’s Theme [Interlude],Strictly 4 My N.I.G.G.A.Z...,1993,['Dan Quayle'],"['2Pac', 'The Underground Railroad']","['Dan Quayle', '2Pac']",6720,76,2Pac,False
Thug Blues,"The Rose That Grew From Concrete, Vol. 1",2000,"['Lamar Antwon Robinson', 'Tina Thomas Bayyan', 'The IMPACT Theatre Group']","['Jamal Joseph', 'Royal Bayyan', 'Tarik Bayyan']",['2Pac'],118489,80,2Pac,False
Thug N U Thug N Me,Until the End of Time,2001,['K-Ci & JoJo'],"['Johnny J', 'Corney Mims', 'Greg Dalton', 'Ronnie King']","['2Pac', 'Johnny J', 'Jewell', 'K-Ci Hailey', 'JoJo Hailey', 'Corney Mims', 'Greg Dalton', 'Ronnie King']",6790,87,2Pac,False
Thug N U Thug N Me (Remix),Until the End of Time,2001,['K-Ci & JoJo'],"['Johnny J', 'Jamie Jones', 'Martin Kember', 'Jason Pennock']","['2Pac', 'Johnny J', 'Jewell', 'K-Ci Hailey', 'JoJo Hailey', 'Jamie Jones', 'Martin Kember', 'Jason Pennock', 'Claudio Cueni']",6793,87,2Pac,False
Thug Passion,All Eyez On Me,1996,"['Storm', 'Outlawz', 'Jewell']","['2Pac', 'Johnny J']","['2Pac', 'Johnny J', 'Jewell', 'Kastro', 'Yaki Kadafi', 'E.D.I. Mean', 'Napoleon (Outlawz)', 'Storm', 'Roger Troutman', 'Larry Troutman', 'Shirley Murdock']",843,38,2Pac,False
Thugs Get Lonely Too,Loyal To The Game,2004,['Nate Dogg'],['Eminem'],"['2Pac', 'Nate Dogg', 'Stretch', 'Majesty (Live Squad)', 'Eminem', 'Luis Resto', 'Kevin Rhames']",6606,41,2Pac,False
Thug Style,R U Still Down? (Remember Me),1997,[],['We Got Kidz'],"['2Pac', 'Christopher Rosser', 'Conrad Rosser', 'Kastro', 'E.D.I. Mean']",6704,73,2Pac,False
Thugz Mansion [7 Remix],Better Dayz,2002,['Anthony Hamilton'],"['Johnny J', '7 Aurelius']","['2Pac', 'Johnny J', 'Anthony Hamilton', '7 Aurelius']",4239,33,2Pac,False
Thugz Mansion (Nas Acoustic),Better Dayz,2002,"['J. Phoenix', 'Nas']","['Michael Herring', 'Novelist (USA)', 'Johnny J', 'Claudio Cueni', 'Pit Boss']","['2Pac', 'Nas', 'Johnny J', 'Michael Herring', 'Claudio Cueni', 'Pit Boss']",6564,33,2Pac,False
To Live And Die In L.A.,The Don Killumanati: The 3 Day Theory,1996,['Val Young'],['QDIII'],"['QDIII', 'Val Young', '2Pac']",96,847587,2Pac,False
